UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Torque [Nm]_rolling_var,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Tool wear [min]_rolling_var,Timestamp,ambient_temp,humidity,factory_load,ambient_gap,load_stress,wear_efficiency,mechanical_stress,heat_stress,Type_L,Type_M
1683,H31096,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,297.96,0.0966091783032126,0.0093333333324219,307.55,0.1715938356801399,0.0294444444434228,1585.0,149.4880151271892,22346.666666666744,35.660000000000004,6.477688202163242,41.96044444444485,212.5,8.48855438550298,72.05555555564186,2026-01-06 20:10:00,28.74064947755333,79,92,278.65935052244663,3321.2000000000003,0.14018691588785046,57904.4,2270.511308726713,False,False
1684,M16543,297.9,307.4,1403,52.8,0,0,0,0,0,0,0,297.94,0.0843274042657774,0.0071111111102038,307.51,0.1523883926722996,0.0232222222212469,1586.9,146.74501695117308,21534.10000000008,36.57,8.15476002780655,66.50011111111147,192.5,68.02654710560566,4627.611111111186,2026-01-06 20:15:00,34.849956252162755,42,82,272.5500437478372,4329.599999999999,0.0,74078.4,1463.6981625908356,False,True
1685,L48864,297.8,307.3,1438,44.5,3,0,0,0,0,0,0,297.91,0.0737864787311511,0.0054444444435426,307.46000000000004,0.1264911064030937,0.0159999999990787,1576.7,153.74513542439882,23637.56666666673,37.24,8.533489581902867,72.82044444444476,172.5,90.33794576170364,8160.944444444509,2026-01-06 20:20:00,37.08082012110972,70,69,270.2191798788903,3070.5,0.0020847810979847115,63991.0,2595.6574084776803,True,False
1686,L48865,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,297.9,0.0666666666599166,0.0044444444435444,307.42,0.1032795558946253,0.010666666665791,1618.4,159.0626710870073,25300.933333333465,35.480000000000004,8.817507836369915,77.74844444444486,152.5,103.5205293649528,10716.500000000053,2026-01-06 20:25:00,33.64988097526409,52,65,273.65011902473594,1709.5,0.0027397260273972603,47971.200000000004,1749.7938107137327,True,False
1687,H31100,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,297.9,0.0666666666599166,0.0044444444435444,307.39,0.0875595035722896,0.0076666666658258,1642.9,142.8032445943258,20392.76666666684,34.05,8.619777001498129,74.30055555555606,132.5,110.87956429287507,12294.27777777782,2026-01-06 20:30:00,31.48309785168189,45,86,275.81690214831815,2468.2,0.004206730769230769,47728.1,1416.739403325685,False,False
1688,L48867,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,297.9,0.0666666666599166,0.0044444444435444,307.37,0.0823272602299022,0.006777777776962,1628.4,149.54315616421803,22363.155555555702,34.64,8.574406361051762,73.52044444444492,112.5,112.96435032542114,12760.944444444474,2026-01-06 20:35:00,35.675100085337725,60,97,271.6248999146623,3559.9,0.007984031936127744,55123.4,2140.5060051202636,True,False
1689,L48868,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,297.89,0.0567646212118427,0.0032222222213239,307.36,0.0699205898722651,0.0048888888880855,1624.6,149.58550137704646,22375.822222222363,34.910000000000004,8.552511002298969,73.1454444444449,92.4,110.5563707395966,12222.71111111113,2026-01-06 20:40:00,29.47352687186894,53,86,277.926473128131,3053.0,0.008711885500933417,57013.0,1562.096924209054,True,False
1690,L48869,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,297.88,0.0421637021249537,0.0017777777768818,307.36,0.0699205898722651,0.0048888888880855,1601.5,138.2704676430304,19118.72222222232,35.89,8.214817236081556,67.48322222222261,72.3,103.42796741909054,10697.344444444452,2026-01-06 20:45:00,35.15918671926706,64,91,272.34081328073296,3430.7000000000003,0.010243277848911651,58849.700000000004,2250.187950033092,True,False
1691,M16550,297.9,307.4,1435,42.9,18,0,0,0,0,0,0,297.88,0.0421637021249537,0.0017777777768818,307.36,0.0699205898722651,0.0048888888880855,1584.0,147.81971000738275,21850.66666666673,36.72,8.484862337651048,71.99288888888921,52.2,90.47013012284462,8184.8444444444385,2026-01-06 20:50:00,30.21014210361139,46,90,277.1898578963886,3861.0,0.012534818941504178,61561.5,1389.666536766124,False,True
1692,L48871,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,297.89,0.0316227765874791,0.0009999999991016,307.38,0.0788810637694096,0.0062222222213936,1563.8,126.71034334698622,16055.511111111136,37.95,7.603982874491222,57.820555555555785,32.1,68.12154170630923,4640.544444444427,2026-01-06 20:55:00,30.35744123778086,82,73,277.14255876221915,2795.8999999999996,0.013100436681222707,61356.6,2489.3101814980305,True,False
1693,M16552,298.1,307.6,1764,27.7,23,0,0,0,0,0,0,297.91,0.0737864787311416,0.0054444444435412,307.4,0.1054092553348965,0.0111111111102574,1579.8,141.57981651508277,20044.8444444445,37.11,8.266189502357733,68.32988888888917,11.9,7.866242926438857,61.87777777774935,2026-01-06 21:00:00,31.001625241328515,61,78,276.5983747586715,2160.6,0.013031161473087818,48862.799999999996,1891.0991397210394,False,True
1694,H31107,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,297.92,0.0788810637689168,0.0062222222213159,307.41,0.1100504934575226,0.0121111111102442,1607.8,129.9382759449873,16883.95555555567,34.61,6.607815238202614,43.66322222222266,14.5,7.792446485038909,60.72222222219524,2026-01-06 21:05:00,31.696419448197148,71,84,275.80358055180284,2335.2000000000003,0.015439429928741092,46787.4,2250.4457808219977,False,False
1695,L48874,298.0,307.5,1618,35.2,31,0,0,0,0,0,0,297.93999999999994,0.069920589871495,0.0048888888879778,307.43,0.1059349905429201,0.0112222222213285,1625.8,115.46408773101577,13331.955555555707,33.68,5.64560792907986,31.87288888888939,17.3,8.219894565421216,67.56666666664123,2026-01-06 21:10:00,34.74481467463071,80,58,272.75518532536927,2041.6000000000001,0.019147621988882025,56953.600000000006,2779.5851739704567,True,False
1696,L48875,298.0,307.6,1509,41.6,33,0,0,0,0,0,0,297.95,0.0707106781121937,0.0049999999990862,307.46,0.1074967699729696,0.0115555555546215,1594.3,96.85275192556811,9380.455555555638,35.209999999999994,5.494532636074638,30.189888888889307,20.1,8.332666639996432,69.43333333330945,2026-01-06 21:15:00,28.087004753264093,71,71,279.51299524673595,2953.6,0.02185430463576159,62774.4,1994.1773374817506,True,False
1697,L48876,297.9,307.6,1550,39.0,35,0,0,0,0,0,0,297.95,0.0707106781121937,0.0049999999990862,307.49,0.0994428925962845,0.0098888888879161,1583.0,94.51043446213905,8932.22222222228,36.24,5.08902959533766,25.898222222222586,22.9,8.143845665421212,66.32222222219987,2026-01-06 21:20:00,30.186761273758904,81,69,277.4132387262411,2691.0,0.02256608639587363,60450.0,2445.1276631744713,True,False
1698,M16557,297.9,307.6,1519,44.0,37,0,0,0,0,0,0,297.95,0.0707106781121937,0.0049999999990862,307.52000000000004,0.0788810637682609,0.0062222222212124,1584.7,93.03290935052114,8655.122222222284,36.97,5.654506560650963,31.973444444444777,25.4,8.262364471907885,68.26666666664568,2026-01-06 21:25:00,32.628948150416754,69,89,274.97105184958326,3916.0,0.024342105263157894,66836.0,2251.397422378756,False,True
1699,L48878,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,297.94999999999993,0.0707106781121937,0.0049999999990862,307.54,0.0699205898706153,0.0048888888878547,1572.2,98.11195419293,9625.955555555593,37.22,5.6375329513696055,31.7817777777781,28.0,8.366600265339587,69.99999999998043,2026-01-06 21:30:00,33.67347577174967,56,53,273.92652422825034,2014.0,0.02699055330634278,56278.0,1885.7146432179816,True,False
1700,L48879,298.1,307.7,1289,48.3,42,0,0,0,0,0,0,297.97,0.0823272602292756,0.0067777777768588,307.56000000000006,0.0843274042648833,0.007111111110053,1545.0,133.04635783565558,17701.333333333314,38.28,6.6444295800651485,44.14844444444472,30.6,8.262364471908057,68.26666666664852,2026-01-06 21:35:00,26.885469258992288,79,92,280.81453074100773,4443.599999999999,0.03255813953488372,62258.7,2123.952071460391,True,False
1701,M16560,298.0,307.6,1844,23.8,44,0,0,0,0,0,0,297.98,0.0788810637688151,0.0062222222212998,307.58000000000004,0.0632455531948164,0.0039999999989183,1585.9,156.3062876392233,24431.65555555561,36.37,7.811537051765899,61.02011111111147,33.2,7.94145242802914,63.06666666664993,2026-01-06 21:40:00,29.628798551815414,77,85,277.9712014481846,2023.0,0.023848238482384824,43887.200000000004,2281.417488489787,False,True
1702,L48881,298.0,307.7,1479,42.5,47,0,0,0,0,0,0,297.99,0.0737864787309883,0.0054444444435186,307.6,0.0666666666583925,0.0044444444433412,1573.6,159.70124886452493,25504.488888888925,36.79,8.036506980302125,64.58544444444479,35.8,7.757433710819737,60.17777777776247,2026-01-06 21:45:00,26.75382186482735,60,61,280.94617813517266,2592.5,0.03175675675675676,62857.5,1605.2293118896412,True,False
1703,L48882,298.0,307.7,1430,47.3,49,0,0,0,0,0,0,297.98,0.0632455531960662,0.0039999999990764,307.61,0.0737864787297134,0.0054444444433304,1540.2,150.09389653739342,22528.17777777776,38.75,7.963004737185875,63.40944444444469,38.4,7.336363010525606,53.822222222208325,2026-01-06 21:50:00,29.901620832382843,65,72,277.79837916761716,3405.6,0.03424178895877009,67639.0,1943.6053541048848,True,False
1704,M16563,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,297.99,0.0737864787309883,0.0054444444435186,307.64,0.0843274042643766,0.0071111111099676,1535.5,145.79990092970257,21257.611111111084,39.64,7.047962668585723,49.67377777777799,40.9,6.8871861694977285,47.43333333332079,2026-01-06 21:55:00,30.68799017784436,82,88,277.11200982215564,3229.6000000000004,0.031154551007941355,60041.200000000004,2516.4151945832373,False,True
1705,M16564,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,298.0,0.0816496580870844,0.0066666666657377,307.67,0.0823272602277424,0.0067777777766064,1524.0,143.07962041387214,20471.777777777737,40.59,7.023207560968465,49.32544444444461,43.2,7.052186422190074,49.73333333332204,2026-01-06 22:00:00,33.50825369199355,42,57,274.29174630800645,2547.9,0.03590425531914894,67184.1,1407.3466550637293,False,True
1706,M16565,298.1,307.8,1608,32.6,57,0,0,0,0,0,0,298.01,0.0875595035717698,0.0076666666657347,307.69,0.0875595035702955,0.0076666666654765,1533.9,145.3336773696233,21121.877777777758,39.690000000000005,7.4434833542129075,55.40544444444464,45.6,7.275529763070408,52.93333333332336,2026-01-06 22:05:00,25.127055684876723,77,59,282.6729443151233,1923.4,0.035425730267246734,52420.8,1934.7832877355077,False,True
1707,L48886,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,298.04,0.0966091783030412,0.0093333333323888,307.71,0.0875595035701862,0.0076666666654574,1531.0,145.26603946629163,21102.222222222197,40.08,7.505227807631466,56.32844444444462,48.1,7.519604008485809,56.54444444443584,2026-01-06 22:10:00,33.95980581112585,56,72,273.8401941888742,3088.7999999999997,0.03942181340341656,65250.9,1901.7491254230474,True,False
1708,L48887,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,298.07,0.0948683298000023,0.008999999999042,307.73,0.0823272602274036,0.0067777777765506,1523.0,148.1740718059523,21955.55555555551,39.84,7.403632741957017,54.81377777777797,50.6,7.574812062207917,57.37777777777055,2026-01-06 22:15:00,30.471929191629854,78,78,277.32807080837017,3244.8,0.043055555555555555,59862.4,2376.810476947129,True,False
1709,L48888,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,298.1,0.0816496580868337,0.0066666666656968,307.75,0.0707106781098486,0.0049999999987546,1537.6,150.7464390587349,22724.488888888874,39.190000000000005,7.854715498065844,61.69655555555577,53.0,7.644896627452755,58.44444444443853,2026-01-06 22:20:00,30.977303219035008,45,94,276.822696780965,2961.0,0.03931203931203931,51250.5,1393.9786448565753,True,False
1710,L48889,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,298.11,0.087559503571536,0.0076666666656938,307.76000000000005,0.0699205898690335,0.0048888888876335,1583.6,135.9118995689654,18472.04444444454,36.970000000000006,8.126369969973629,66.0378888888892,55.4,7.574812062208092,57.3777777777732,2026-01-06 22:25:00,34.913886796376545,60,81,272.8861132036235,2114.1,0.037714285714285714,45648.9,2094.8332077825926,True,False
1711,L48890,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,298.13,0.082327260228912,0.006777777776799,307.78000000000003,0.0421637021204665,0.0017777777765034,1552.2,100.80432089504468,10161.511111111138,38.18,6.72801770376851,45.26622222222249,57.8,7.360555534589393,54.177777777774544,2026-01-06 22:30:00,36.034664306116795,84,63,271.76533569388323,2261.7,0.04441541476159373,54927.0,3026.9118017138107,True,False
1712,L48891,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,298.15,0.0707106781117002,0.0049999999990164,307.79,0.0316227765813844,0.0009999999987161,1539.8,117.1160867591544,13716.17777777778,39.06,7.839529464337922,61.458222222222425,60.1,7.202622979010898,51.87777777777582,2026-01-06 22:35:00,30.034653270636788,85,65,277.7653467293632,3334.5,0.051622418879056046,69511.5,2552.945528004127,True,False
1713,L48892,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,298.17999999999995,0.0632455531955559,0.0039999999990119,307.81,0.0316227765810818,0.000999999998697,1551.9,110.57973493266208,12227.877777777803,37.71,7.41371851517324,54.96322222222252,62.4,6.9314099896373,48.04444444444376,2026-01-06 22:40:00,30.014434716908923,79,88,277.88556528309107,2974.3999999999996,0.04639175257731959,52423.799999999996,2371.1403426358047,True,False
1714,L48893,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,298.19,0.0567646212110403,0.0032222222212328,307.81000000000006,0.0316227765810818,0.000999999998697,1539.8,106.91408804372892,11430.62222222222,38.71,7.919518784482932,62.71877777777802,64.7,6.532823109328644,42.67777777777837,2026-01-06 22:45:00,30.937333106658095,52,97,276.8626668933419,4529.900000000001,0.048812664907651716,70750.5,1608.741321546221,True,False
1715,L48894,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.81,0.0316227765810818,0.000999999998697,1528.3,117.01951404217432,13693.566666666631,39.1,8.332533294929659,69.43111111111132,66.9,6.226288353960851,38.76666666666852,2026-01-06 22:50:00,29.999660606386065,48,66,277.80033939361397,3207.6,0.054715622750179986,67456.8,1439.983709106531,True,False
1716,L48895,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,298.21,0.031622776586024,0.0009999999990095,307.81000000000006,0.0316227765810818,0.000999999998697,1526.0,115.4950696398382,13339.111111111071,39.3,8.181822671154785,66.94222222222243,69.0,6.05530070819524,36.66666666666978,2026-01-06 22:55:00,27.694729616456648,44,69,280.10527038354337,2387.4,0.04918032786885246,54841.0,1218.5681031240924,True,False
1717,L48896,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.8,0.0471404520653713,0.0022222222209275,1526.2,115.48718062576836,13337.28888888885,38.78,8.092355789399182,65.48622222222247,71.0,6.05530070819534,36.66666666667098,2026-01-06 23:00:00,31.905734300288174,82,61,275.7942656997118,2299.7000000000003,0.05249343832020997,57417.100000000006,2616.2702126236304,True,False
1718,L48897,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.78,0.0788810637665532,0.006222222220943,1519.2,123.22229235545522,15183.73333333328,40.07,9.497958845047831,90.21122222222236,73.0,6.055300708195438,36.66666666667217,2026-01-06 23:05:00,30.02006380498096,46,58,277.57993619501906,3161.0,0.059854014598540145,74610.5,1380.9229350291241,True,False
1719,M16578,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.77000000000004,0.0823272602271346,0.0067777777765063,1524.6,129.4949162451302,16768.93333333329,40.02,9.549264078684002,91.1884444444446,75.0,6.055300708195537,36.66666666667337,2026-01-06 23:10:00,32.29356846115744,77,57,275.4064315388425,1767.0,0.04994054696789536,52111.0,2486.604771509123,False,True
1720,L48899,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.76,0.0843274042636629,0.0071111111098472,1500.0,102.7294180521492,10553.333333333236,41.24,8.266424727642407,68.33377777777785,77.1,6.2262883539613405,38.766666666674624,2026-01-06 23:15:00,37.12607461428183,83,90,270.57392538571816,3446.9999999999995,0.05784574468085106,57564.899999999994,3081.4641929853924,True,False
1721,L48900,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.75,0.0849836585524879,0.0072222222209658,1492.9,102.87905520561456,10584.099999999888,42.1,8.094717070067642,65.52444444444447,79.2,6.356099432829004,40.40000000000919,2026-01-06 23:20:00,31.683051078605168,83,86,276.0169489213948,3827.0,0.06095890410958904,64925.5,2629.693239524229,True,False
1722,L48901,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.74,0.0843274042637517,0.0071111111098622,1526.2,107.09061583537544,11468.399999999969,40.21,7.912360232221774,62.6054444444446,81.3,6.44722162382193,41.56666666667709,2026-01-06 23:25:00,29.732890989321138,77,70,277.9671090106788,2268.0,0.053878034339846066,54691.2,2289.432606177728,True,False
1723,M16582,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,298.19,0.0316227765860408,0.0009999999990106,307.72,0.0632455531936271,0.0039999999987679,1566.3,172.50639279619648,29758.455555555625,38.99,9.740003422312894,94.86766666666688,83.4,6.50128192487284,42.266666666678304,2026-01-06 23:30:00,31.183329847307146,70,91,276.5166701526928,1965.6000000000001,0.047619047619047616,42163.200000000004,2182.8330893115003,False,True
1724,L48903,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,298.18999999999994,0.0316227765860408,0.0009999999990106,307.72,0.0632455531936271,0.0039999999987679,1617.7,224.3177557741602,50318.455555555774,36.31,10.989737637147384,120.77433333333374,85.6,6.686636756331547,44.71111111112407,2026-01-06 23:35:00,32.386071206948486,43,81,275.4139287930515,1611.8999999999999,0.04729064039408867,40377.1,1392.6010618987848,True,False
1725,M16584,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,298.2,0.0471404520686035,0.0022222222212323,307.72,0.0632455531936271,0.0039999999987679,1624.6,217.4223743980576,47272.48888888913,36.7,11.530250069563412,132.94666666666706,87.8,6.795423296439456,46.17777777779208,2026-01-06 23:40:00,31.503608970728056,52,86,276.29639102927194,4515.0,0.06721536351165981,76492.5,1638.187666477859,False,True
1726,M16585,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,298.21000000000004,0.0567646212110297,0.0032222222212316,307.72,0.0632455531936271,0.0039999999987679,1605.3,229.5556335376875,52695.78888888908,38.28,12.269365645107069,150.5373333333336,90.1,6.999206304210827,48.98888888890459,2026-01-06 23:45:00,30.311512551917428,83,95,277.4884874480826,4788.0,0.07250538406317301,70156.8,2515.8555418091464,False,True
1727,L48906,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,298.23,0.0483045891436949,0.0023333333323411,307.73,0.0674948557618693,0.0045555555543155,1643.6,245.6828126761104,60360.044444444735,36.72,13.29977443417746,176.88400000000036,92.5,7.26100697026517,52.72222222223939,2026-01-06 23:50:00,27.02978463756649,54,67,280.77021536243353,1480.7,0.054535920293654956,42122.600000000006,1459.6083704285904,True,False
1728,M16587,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,298.24,0.051639777939812,0.002666666665673,307.74,0.0516397779373537,0.0026666666654192,1666.9,227.0919784287129,51570.766666667005,34.61,11.74889592921633,138.03655555555605,94.9,7.370361064577557,54.32222222224081,2026-01-06 23:55:00,33.901003823745675,79,78,273.7989961762543,2605.2,0.066126013724267,53506.799999999996,2678.1793020759083,False,True
1729,L48908,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,298.25,0.0527046276600333,0.0027777777767827,307.73999999999995,0.0516397779373537,0.0026666666654192,1645.3,235.71076909353752,55559.56666666696,36.45,12.53521705702247,157.13166666666706,97.4,7.501111028820112,56.26666666668672,2026-01-07 00:00:00,29.320301649419925,52,56,278.37969835058004,2766.4,0.07435197817189632,72371.0,1524.655685769836,True,False
1730,M16589,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,298.26,0.0516397779397805,0.0026666666656698,307.74,0.0516397779373537,0.0026666666654192,1638.9,240.81733510876904,57992.98888888916,37.0,12.744323355038436,162.41777777777816,99.8,7.641989269818526,58.40000000002149,2026-01-07 00:05:00,36.387428649182525,82,89,271.31257135081745,3898.2,0.07708333333333334,63028.2,2983.769149232967,False,True
1731,M16590,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,298.27000000000004,0.048304589143624,0.0023333333323343,307.75,0.0527046276575677,0.0027777777765228,1626.0,254.5863747772501,64814.22222222245,38.09,13.873191573839264,192.4654444444448,102.3,7.803845206052141,60.90000000002299,2026-01-07 00:10:00,30.893202227077907,82,86,276.9067977729221,4764.4,0.08564988730277986,73682.0,2533.2425826203885,False,True
1732,M16591,298.3,307.9,1485,42.0,117,0,0,0,0,0,0,298.28,0.0421637021237049,0.0017777777767765,307.77,0.0674948557616433,0.004555555554285,1605.7,257.17354711037746,66138.23333333353,39.05,13.767453569116478,189.54277777777804,104.9,7.95054156087091,63.21111111113565,2026-01-07 00:15:00,30.45044319837319,82,55,277.4495568016268,2310.0,0.07873485868102288,62370.0,2496.9363422666015,False,True
1733,H31146,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,298.3,0.0471404520684252,0.0022222222212154,307.79,0.0737864787285552,0.0054444444431595,1580.5,230.4253313620997,53095.83333333346,39.71,12.973258821300249,168.30544444444467,107.6,8.044321668800746,64.71111111113723,2026-01-07 00:20:00,30.585526098563847,65,69,277.31447390143614,1945.8,0.07054673721340388,47940.0,1988.05919640665,False,False
1734,L48913,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,298.32000000000005,0.0421637021235692,0.001777777776765,307.81,0.0994428925946481,0.0098888888875907,1529.1,168.1867018127969,28286.766666666663,42.0,10.951509282083254,119.93555555555568,110.5,8.605553762285338,74.05555555558334,2026-01-07 00:25:00,32.45057251146558,58,58,275.54942748853443,2482.3999999999996,0.08245382585751979,64841.99999999999,1882.1332056650037,True,False
1735,M16594,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,298.34000000000003,0.0699205898707258,0.0048888888878702,307.84000000000003,0.1349897115372415,0.0182222222209076,1533.5,166.65949984591006,27775.388888888898,40.67,10.32430250536192,106.59122222222238,113.4,8.809086218219768,77.60000000002947,2026-01-07 00:30:00,29.40073529035294,88,58,278.6992647096471,2273.6000000000004,0.08455392809587217,58839.200000000004,2587.264705551059,False,True
1736,L48915,298.4,308.0,1380,47.6,130,0,0,0,0,0,0,298.35,0.0707106781114284,0.004999999998978,307.86,0.1429840705922134,0.020444444443119,1532.3,167.8306355294594,28167.12222222223,40.39,10.065833298838214,101.3210000000002,116.3,9.043720964786566,81.78888888892004,2026-01-07 00:35:00,29.974409992059076,40,57,278.02559000794093,2713.2000000000003,0.0941346850108617,65688.0,1198.976399682363,True,False
1737,L48916,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,298.36,0.0699205898706789,0.0048888888878636,307.87,0.1418136492365251,0.0201111111097801,1496.1,105.87461137276136,11209.433333333249,41.77,8.01721065375401,64.27566666666678,119.1,9.146341102079472,83.65555555558834,2026-01-07 00:40:00,33.867067394626616,52,66,274.0329326053734,2369.4,0.0854368932038835,55429.6,1761.087504520584,True,False
1738,L48917,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,298.37,0.0674948557634413,0.0045555555545277,307.89,0.1286683937655784,0.0165555555542139,1510.2,128.51355311146483,16515.733333333294,41.16,8.907450065347927,79.3426666666668,121.9,8.974655672753071,80.54444444447887,2026-01-07 00:45:00,28.94685091851434,64,73,278.95314908148566,1992.9,0.0768348623853211,47583.9,1852.5984587849177,True,False
1739,H31152,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,298.38,0.0632455531952222,0.0039999999989696,307.91,0.1100504934553225,0.0121111111097599,1558.5,187.06460559567853,34993.166666666766,38.36,10.31850549040683,106.47155555555588,124.6,8.72034657823188,76.04444444448043,2026-01-07 00:50:00,33.64468315925304,59,89,274.25531684074696,1904.6,0.06977937403796819,41687.2,1985.0363063959294,False,False
1740,H31153,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,298.4,0.0666666666588983,0.0044444444434086,307.92999999999995,0.0823272602265933,0.0067777777764172,1540.6,207.245533392426,42950.71111111115,39.4,11.395613191048572,129.86000000000027,127.6,8.682037651255351,75.37777777781554,2026-01-07 00:55:00,34.482392255064006,80,72,273.417607744936,3902.4,0.11181601903251388,68292.0,2758.5913804051206,False,False
1741,M16600,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,298.42,0.0632455531951318,0.0039999999989582,307.94,0.0699205898682573,0.004888888887525,1571.6,195.0710411904116,38052.711111111246,37.17,10.014994314082836,100.30011111111152,130.8,9.0037029419404,81.06666666670623,2026-01-07 01:00:00,34.00291962654002,62,82,273.89708037345997,2714.2000000000003,0.08897014015843997,54284.0,2108.1810168454813,False,True
1742,M16601,298.5,308.0,1363,49.2,149,0,0,0,0,0,0,298.44,0.0516397779392993,0.0026666666656201,307.95,0.0707106781089836,0.0049999999986323,1559.4,204.66786101714516,41888.93333333343,37.89,10.640118002687352,113.21211111111148,134.0,9.23760430703625,85.33333333337467,2026-01-07 01:05:00,32.70087612096248,63,71,275.29912387903755,3493.2000000000003,0.1092375366568915,67059.6,2060.155195620636,False,True
1743,L48922,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,298.45,0.0527046276595195,0.0027777777767285,307.96,0.0699205898682017,0.0048888888875172,1527.3,205.3376893477343,42163.56666666664,40.03,10.626701171002129,112.926777777778,137.2,9.39030232622044,88.17777777782099,2026-01-07 01:10:00,26.587482036215842,82,99,281.4125179637842,4910.400000000001,0.11014492753623188,68398.40000000001,2180.173526969699,True,False
1744,M16603,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,298.46,0.0516397779392446,0.0026666666656144,307.96,0.0699205898682017,0.0048888888875172,1547.1,213.40751314484388,45542.76666666671,38.33,11.461340817432037,131.36233333333368,140.1,9.67758004645792,93.65555555560049,2026-01-07 01:15:00,28.36785260126764,80,96,279.63214739873234,2476.8,0.08984830805134189,44195.4,2269.428208101411,False,True
1745,M16604,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,298.46,0.0516397779392446,0.0026666666656144,307.95,0.0527046276564863,0.0027777777764088,1543.1,214.73831620007752,46112.54444444447,39.6,12.245271196125747,149.9466666666669,143.1,9.814388530227898,96.32222222226892,2026-01-07 01:20:00,27.933872347024565,88,71,280.0661276529754,3684.9,0.10738714090287278,75825.9,2458.1807665381616,False,True
1746,L48925,298.5,308.0,1624,29.8,160,0,0,0,0,0,0,298.47,0.0483045891430386,0.0023333333322777,307.95,0.0527046276564863,0.0027777777764088,1567.5,207.900216450104,43222.5000000001,37.82,12.246886225576793,149.98622222222258,146.1,9.949316001059437,98.98888888893735,2026-01-07 01:25:00,30.864867275818245,78,76,277.13513272418174,2264.8,0.09846153846153846,48395.200000000004,2407.4596475138233,True,False
1747,L48926,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,298.47,0.0483045891430386,0.0023333333322777,307.96,0.0516397779361399,0.0026666666652938,1565.7,208.2039865132272,43348.900000000096,38.34,12.26668478259533,150.47155555555585,149.1,9.746224340170867,94.9888888889391,2026-01-07 01:30:00,32.093723368933844,79,97,275.90627663106613,3986.7000000000003,0.10609037328094302,62718.6,2535.4041461457737,True,False
